	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SRA1	25.83141597743885	1.538878148143226	0.31784809740892606	4.841552177559173	1.2882883736296458e-06	1.337727816344151e-05
TMEM170B	4.5362689823967735	-1.171693090885414	0.6066832346923013	-1.9313094937915587	0.053444790029333854	0.10839745476901118
ZGLP1	0.20245245998914366	0.6621898662815023	3.074940488832717	0.2153504657037695	0.8294940865450848	
C8orf88	11.962926610101345	-1.0011360100221727	0.8896494592736488	-1.1253151447307648	0.26045551432918523	0.37259781590640906
FAM229A	0.04798868714120196	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
HGC6.3	0.0					
TRAPPC3L	0.05856036651588484	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
C20orf78	0.0					
CTAGE4	0.18565723731806372	-1.9278419295432598	3.4679172961428097	-0.5559077004770274	0.5782739537949506	
C19orf71	2.0624453337409094	2.767871659476783	1.8118666001207757	1.527635455773776	0.12660307354622807	0.21285645454098048
OST4	479.52384426443564	3.114709135860219	0.39301809333831866	7.9251036750081845	2.2795606355867332e-15	1.7201479603567218e-13
ZBTB42	0.4019249794636344	-1.254597000765156	2.175280150921217	-0.5767519187052031	0.5641070541838691	
BTNL10	0.0					
KHDC1L	0.0					
CXorf51A	0.0					
C1orf68	0.0					
TDRD15	0.0					
SMIM10L1	8.183466382968298	-0.15483716290451313	0.5336677968954412	-0.290137729511248	0.771710872617088	0.8353096392930329
C9orf92	0.0					
MKRN2OS	0.0					
ZNF730	10.704575734730257	-7.003752324053961	1.4130417044071757	-4.956507866830654	7.17714627165113e-07	8.036419359842358e-06
FAM47E	0.10222480803385725	-0.29279834436368635	3.363572588700402	-0.08704980690689244	0.930631922144746	
TCF24	0.48453994162378716	-3.1783070683786288	2.641775197556755	-1.2030952033004492	0.22893948138847875	
IZUMO3	0.0					
CCDC152	4.357194898436825	1.0012568269122417	0.76469029710847	1.309362536308232	0.19041157548039955	0.29219530510437974
ZNF737	3.28394430131745	-0.5353995003189808	1.1497581342152738	-0.4656627201723591	0.6414569408330313	0.730782105605823
HDAC6	5.097530408930169	-0.1580822870007218	0.6489249443450719	-0.24360642687309006	0.8075356503088131	0.8624835706023535
HSFX2	0.0					
CCDC166	0.0					
C8orf89	0.0					
SUPT20HL1	0.10222480803385725	-0.29279834436368635	3.363572588700402	-0.08704980690689244	0.930631922144746	
C17orf107	0.4494823337754928	-0.27351243354353744	1.6649771063743581	-0.16427399061308184	0.8695154560060516	
TMEM262	0.0					
CXorf49	0.0					
TMEM221	0.04399238282783091	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
C10orf142	0.04798868714120196	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
PRR32	0.0					
LRRC70	0.05856036651588484	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
LRRC69	0.05856036651588484	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
EFCAB10	0.8594236939033142	-1.504801490613374	1.3384913792435447	-1.12425191073238	0.26090617296688245	0.37299942284945337
SBK3	0.0					
TSTD3	6.180412376996819	2.2316220717898814	0.7354742589173612	3.0342626471725764	0.0024112440762951394	0.008588157221609395
SMIM6	0.0					
SYCE1L	0.6177879684512042	1.3003948363505644	1.7651588055112737	0.7367013281130297	0.46130399900958785	
C6orf99	0.5808263659505496	1.1520817767150968	2.1093560980820025	0.54617699579633	0.584944277447797	
ZNF316	2.6801111337506884	0.2816467348859267	0.9550276522191714	0.2949095078362097	0.7680630085984168	0.8325479560547971
DPP9-AS1	0.0					
BSPH1	0.0					
TSTD1	47.83332268002655	-3.5650758107489566	0.6543591830749038	-5.4481940545195435	5.088382534057833e-08	7.717697803529165e-07
NEMP2	2.4369191279130704	0.57399076482377	0.9684634490062572	0.5926819080397338	0.5533940514885352	0.6563686743663197
ANKRD63	0.05856036651588484	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
C11orf91	0.3837251106685345	1.568305328211579	2.3399860350486064	0.6702199520515524	0.5027175867477189	
SP9	0.0					
CD300LD	0.0					
ZNF705E	0.0					
PRR23D1	0.0					
ARMCX4	3.286255370127468	1.1424016827625572	0.7302486969892937	1.5644008506588354	0.11772346107346986	0.20117498573313086
PET100	119.4206421883788	-0.4917288939406226	1.0459601223945871	-0.4701220279936432	0.638267837085958	0.7284467780889905
ZNF717	3.0840397327169367	-0.5542776987851294	0.908398536778479	-0.6101701800960683	0.5417490811255264	0.645508361836756
KRTAP25-1	0.0					
ZNF705G	0.0					
FOXO6	0.0					
NPIPB5	1.8133828146642528	-3.6964445566838022	1.5822970149009723	-2.3361255958099263	0.01948469665665277	0.04825103540189044
KRTAP4-9	0.0					
ZNF705B	0.0					
GAGE12D	0.0					
NBPF10	0.3598972128452317	1.4875804271730508	2.288931348884939	0.6499017228706885	0.515755705231987	
CLDN24	0.0					
KRTAP4-7	0.0					
GOLGA8F	0.0					
DPH3P1	1.277560086543612	0.3570858541237277	1.5115855970269856	0.23623263864517544	0.8132521541490433	0.8669058175619363
SMIM9	0.0					
CXorf51B	0.0					
FAM25G	0.0					
GOLGA6L3	0.0					
PRR23D2	0.0					
CD24	1019.4167389783357	-9.128486490928125	0.3268449325635371	-27.92910515494558	1.1827650024900062e-171	1.4369412015251086e-167
KCNJ18	0.0					
TEN1	3.3461682890293543	1.7777938797349555	1.5795765142951925	1.1254876630830433	0.2603824421207749	0.37259781590640906
JMJD7	3.2382231684913663	0.9174141881058342	1.0463282175143036	0.8767938900522797	0.38059859836547616	0.4969789737255127
PLA2G4B	0.24084678100966944	-2.408737984238305	3.4120829515322355	-0.7059435595364507	0.4802232373034442	
HDAC5	7.89461765375813	-1.2069390361484533	0.5692592855162402	-2.120192093228528	0.033989848946229084	0.07568597412898408
C17orf99	0.0					
CTAGE8	0.0					
KLLN	0.05856036651588484	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
PDCD6IP	39.23908153504522	0.7900648426062579	0.3092339602045817	2.554909693888634	0.0106215350710985	0.0293807048353678
KRTAP20-4	0.0					
PDCD6	56.62202695183708	-0.2649817977507325	0.556349592166287	-0.47628649590441735	0.6338702847159183	0.7249986952599976
PATE3	0.0					
BCL2L10	0.18565723731806372	-1.9278419295432598	3.4679172961428097	-0.5559077004770274	0.5782739537949506	
SRRM5	0.0					
ERICH4	0.0					
BCL2L11	4.459040841937779	-1.1071813715448502	0.5730742964079646	-1.9320031948469403	0.053359111548300246	0.10827790983803236
TOMM6	136.08868123369837	1.352529608582104	0.9539860096772103	1.4177667123648328	0.1562588856822571	0.2506124359278867
SH2B3	18.60817851753243	-0.36741432202431784	0.4702483937302548	-0.7813196747144555	0.4346145012319377	0.5490985415418896
C5orf52	0.0					
C2CD4D	0.0					
CDH4	0.8526182359375472	-3.890797891417362	1.8619724009633356	-2.0896109359109545	0.03665276336571783	0.08034025114527929
GNE	6.873051573334347	0.8896640418902204	0.47018979934422117	1.8921381176942684	0.05847258077750658	0.11628472481026805
HCN4	2.322120085434412	-5.302171009681972	1.7251546590575428	-3.0734467671313386	0.0021160143584888075	0.007701455494691589
INSL5	0.0					
FRAT1	1.2199225382489483	-4.397836717110019	2.0942400550465465	-2.0999678172100826	0.0357316722509592	0.07865629392587485
TROAP	15.61394922840263	-0.6556794452186565	1.1075722742959426	-0.5919969833440046	0.5538526084526683	0.6566258879665647
MED16	12.558361912616418	-2.2257394272102373	0.7941566301090304	-2.802645401203367	0.005068536338695211	0.015895107893342312
PIGK	36.389841776949844	2.098332774523442	0.35148103919711043	5.969974310183765	2.3729094762326274e-09	5.048770092250471e-08
ARHGEF33	0.04798868714120196	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
ERVV-2	0.0					
MEF2B	1.20614245363698	-4.437001188510599	2.9204755890969603	-1.5192735063683795	0.12869366558948114	0.21562534040085593
RASA4B	0.0					
CMC4	18.106833471154626	1.758968787807006	0.6254135668651496	2.8124890168656527	0.004915970232519244	0.015504704661182837
USP17L10	0.0					
USP17L11	0.0					
USP17L12	0.0					
ZNF729	3.9612010186206263	-6.139360085265977	3.2767532757622737	-1.8736107264095962		
USP17L13	0.0					
MANSC4	0.0					
USP17L17	0.0					
POTEB2	0.0					
USP17L19	0.0					
USP17L20	0.0					
SMKR1	0.2752098183791821	-0.21265415228339732	2.3385933723257093	-0.09093250447037517	0.9275462223432083	
ANKRD66	0.0					
TTC34	0.0					
TIMM23	83.16140676214765	0.18990173997724805	0.43435467503383823	0.4372043191717779	0.6619631776573878	0.7477458500902163
NBPF20	0.08798476565566182	-0.29279834436368635	3.363572588700402	-0.08704980690689244	0.930631922144746	
KRTAP22-2	0.0					
KRTAP21-3	0.0					
NPIPA5	1.6539954339779017	-2.557279075124365	1.1055119508565077	-2.3132079876143217	0.020711206619043833	0.05058714298648241
ERVMER34-1	9.641041822865805	-7.396632676135658	1.5934446082733695	-4.641913900069942	3.451967096400499e-06	3.153229192042832e-05
MTRNR2L7	0.29181800864984875	1.173745892751422	3.265354784733442	0.359454322770393	0.7192552426342229	
USP17L15	0.0					
DUX4	0.0					
TMEM239	0.04399238282783091	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
FRG2C	0.0					
CLDN34	0.0					
TSPY10	0.0					
DEFB4B	0.0					
ZNF605	8.203504702903532	1.012830472482758	0.8058007142349287	1.2569242674901258	0.20878106015108877	0.31462181837950604
ZNF783	1.6911157852245131	-0.04354064667069974	0.987181413150926	-0.044106023564326365	0.9648198913490469	0.9751744475873186
ZNF587B	9.047154299782264	-1.5962018187345481	0.4909214521276246	-3.251440351234813	0.0011482186625555932	0.004579278431407273
CDH5	0.05823242520602634	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
GPR75-ASB3	0.09623134764191538	-0.29279834436368635	3.363572588700402	-0.08704980690689244	0.930631922144746	
TMED7-TICAM2	0.4841582319060606	-3.191670701715912	2.2682464201532846	-1.4071093305198399	0.1593949717804074	
PET117	11.95301697911927	-0.6967462529343718	0.9644876210474025	-0.7224004100516374	0.47004833487748865	0.5816477103714208
ANKRD61	0.0482426605007134	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
SAP25	0.3572654646176758	0.42727775493699893	2.2077551380607026	0.19353493853141737	0.8465400462652665	
TRPC5OS	0.0					
CHAF1A	30.474786139250167	-2.455354376831359	1.048746321330534	-2.3412281186514914	0.01922041929979838	0.0476743311705289
PARP2	14.865413460416265	-0.48415443262785374	0.5287172578025398	-0.9157152059686902	0.35981628743925664	0.47701965038187794
ZBED6	6.390366594164203	-0.17692777571353518	0.7545972831980253	-0.23446648914995483	0.8146228459361005	0.8679927166530157
PARP3	4.159270712737623	5.024464391096046	1.4792073524332394	3.3967275668492287	0.0006819682584884427	0.0029181870032392106
CDH6	2.9235180314889457	4.511931563264824	2.2579556432372314	1.9982374661692055	0.045690921450767495	0.09582237264032009
TOM1L1	14.462679480757707	-2.6058802835498898	0.5131258302297076	-5.078443005652888	3.805405506205849e-07	4.550381052647132e-06
HMGXB4	17.234183363190606	0.3101653761181379	0.3220104937728417	0.963215119122609	0.3354395792769175	0.4517020005137741
IGLL5	0.0					
TOM1	9.123559502645769	1.8197342859683365	0.5387103247052973	3.377945813390204	0.0007302946963700525	0.0030924887647960147
KLRF2	0.0					
SH2D3C	0.24122849072739602	-2.408737984238305	3.4120829515322355	-0.7059435595364506	0.4802232373034442	
SH2D3A	4.115766136268167	-5.60207193497913	1.3418322054856453	-4.174942226067371	2.9806168689901937e-05	0.0002009517998965697
MAMLD1	2.675043068648719	4.3804197468315325	1.4767102907284955	2.966336575517849	0.0030137047909240553	0.010328208605059619
MTRNR2L1	7.655678695648049	5.901374719501512	3.1692708910426846	1.8620606828468267	0.06259453715428563	0.12249694456949357
MTRNR2L2	8.084739791514403	0.7227212400977516	1.5488424734921091	0.466620235735312	0.6407716065981602	0.7303437703875645
MTRNR2L3	2.5583227504176778	4.318628283431634	2.2663867354698244	1.9055125128661583	0.056713482477185016	0.11362336718590381
MTRNR2L4	0.10222480803385725	-0.29279834436368635	3.363572588700402	-0.08704980690689244	0.930631922144746	
MTRNR2L5	0.0					
MTRNR2L6	0.0					
MTRNR2L8	1.8417257607049125	3.8444512929747363	2.302135886058411	1.6699497698013785	0.09492930211481532	0.1697021911996603
MTRNR2L9	0.21934554106562693	0.7631165876399076	3.046637573116961	0.25047829593303955	0.8022174871861932	
MTRNR2L10	0.30733030672128875	1.260893851990341	2.8466514152264475	0.44293932346122483	0.6578096233101598	
CST8	0.04399238282783091	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
RANBP9	26.018553228639522	-0.623797076106523	0.32202742767502013	-1.937093000463424	0.05273397609215502	0.10729611045781132
DNAJB6	83.08023920169182	-1.1953785503049283	0.4532670574208382	-2.6372500068873808	0.008358120656502923	0.024096537222556717
CCDC180	0.0					
CDH7	0.0					
SLC17A4	0.30733030672128875	1.260893851990341	2.8466514152264475	0.44293932346122483	0.6578096233101598	
CCDC179	0.0					
IQCJ-SCHIP1	0.48453994162378716	-3.1783070683786288	2.641775197556755	-1.2030952033004492	0.22893948138847875	
INAFM2	12.148474023884472	-0.6642876345827408	0.6070433793183337	-1.0943001064086855	0.2738233786626514	0.3867672161726116
LRRC3C	0.14654513217154666	0.20097133122790156	3.319354518539485	0.06054530484930814	0.9517213339560967	
UBE2Q2L	0.0					
KRTAP9-7	0.0					
SPATA1	0.9216629788540078	2.846404975657917	2.4306694761751397	1.171037446085418	0.24158372579094056	0.3531890113879828
KRTAP16-1	0.0					
CEBPZOS	39.087016661248136	-0.08496816798927226	0.6518305200497317	-0.13035315987166354	0.8962870233176387	0.9275910253246437
TMEM210	0.0					
PPP5D1	0.19053751499937757	0.5824466564290711	3.293893942070136	0.17682617190249206	0.8596449307769736	
APELA	29.161985875533105	-9.007385599242735	1.7524652706772634	-5.139836862936355	2.7497710229180615e-07	3.4088743017787273e-06
LRRC72	0.0					
ARL17B	0.0					
HSFX1	0.0					
KRBOX1	1.0093593127460005	2.9751357871774737	2.4143092406027082	1.2322927556847525	0.21783974494830405	0.32540699143943763
THEGL	0.0					
C16orf95	1.3899442307712044	2.8413705290943696	1.390922573764587	2.0427956111202423	0.04107267521566423	0.08802115561741132
C17orf112	0.0					
OCLN	10.39401338781408	-4.215585467169345	0.6733012955738733	-6.261068402632858	3.823487532311192e-10	9.697609609613501e-09
SLFN12L	0.11679279172191116	-0.29279834436368635	3.363572588700402	-0.08704980690689244	0.930631922144746	
CASP12	0.0					
GFY	0.36846000403148654	-2.408737984238305	3.4120829515322355	-0.7059435595364506	0.4802232373034442	
MRLN	0.0					
TPBGL	0.0					
LRCOL1	0.0					
GIMD1	0.0					
SMLR1	0.0					
ZNF865	2.0558898022049643	-0.35993760102434946	0.9514379710356096	-0.3783090563776522	0.7052010184799822	0.7819904320475815
SMIM18	0.0					
TMEM178B	2.3767473252993203	-3.192022715247014	1.003637417817393	-3.1804540749274732	0.0014704444434991961	0.005626591982384798
MICA	4.068227276184151	3.8917187451431823	1.1329209538249205	3.4351193982282027	0.0005922928051284428	0.0025968117248305494
TGFBR3L	0.8391448160968302	-2.4428174342212783	2.0360765201607482	-1.1997670077883016	0.2302298407703941	0.3400683690601238
NPIPB9	0.10222480803385725	-0.29279834436368635	3.363572588700402	-0.08704980690689244	0.930631922144746	
KRTAP9-6	0.0					
RNF212B	0.10222480803385725	-0.29279834436368635	3.363572588700402	-0.08704980690689244	0.930631922144746	
MUC22	0.0					
SMC4	49.68372289564103	-0.4962001439559087	0.32003712440625826	-1.550445576826354	0.12103460647079499	0.20551354773077404
GJC1	21.323712609685526	-1.4313330120972219	0.5771298652655481	-2.4800882751729354	0.013134985985243102	0.03501029941525196
LY75-CD302	0.0					
ARPC4-TTLL3	0.0					
MSANTD3-TMEFF1	2.663720900708968	-5.5962177587925215	1.8938144364726441	-2.954997940144469	0.0031267113850939384	0.010667345301181201
RBM14-RBM4	2.423658684268563	-5.460861307708369	1.9146215692311463	-2.852188336048718	0.004341936693172358	0.014012159371126683
ABHD14A-ACY1	0.09623134764191538	-0.29279834436368635	3.363572588700402	-0.08704980690689244	0.930631922144746	
CCDC169-SOHLH2	0.8421844552480315	-3.938986045356954	2.4738623294612134	-1.5922414107072937	0.11133047184680944	0.1926783789705261
RNF103-CHMP3	0.0					
TMEM110-MUSTN1	0.12081038650601408	-1.9278419295432598	3.4679172961428097	-0.5559077004770274	0.5782739537949506	
EPPIN-WFDC6	0.0					
C15orf38-AP3S2	0.0					
NT5C1B-RDH14	0.0					
FPGT-TNNI3K	0.0					
RPL17-C18orf32	14.278737429182042	-3.9623333192612096	1.3975346762648688	-2.835230772127364	0.004579259389501143	0.014609617206683136
GIMAP1-GIMAP5	0.0					
PMF1-BGLAP	2.424432676270922	-5.460510810169438	1.924019722457954	-2.8380742392773306	0.004538662489208716	0.014510581731946496
TMEM56-RWDD3	0.11679279172191116	-0.29279834436368635	3.363572588700402	-0.08704980690689244	0.930631922144746	
SAA2-SAA4	0.0					
ST20-MTHFS	0.0					
POC1B-GALNT4	0.12003639450365534	-1.9278419295432625	3.46791729614281	-0.5559077004770281	0.5782739537949502	
KLRC4-KLRK1	0.0					
ARMCX5-GPRASP2	0.9443184715456987	2.075799768879566	2.507173237857715	0.8279442910188601	0.40770205013131033	0.5233313743942842
NEDD8-MDP1	1.0871865840287855	-4.302912988020036	2.37244539856083	-1.813703696038806	0.06972335575717716	0.13341771130791388
BCL2L2-PABPN1	3.7487781526475485	-6.075117178134288	2.002724911522353	-3.0334256807722753	0.0024179426030029433	0.008609491407937504
RPL36A-HNRNPH2	2.2147881943227294	1.2706229315167712	2.0402981300026397	0.6227633662121365	0.5334400351927743	0.6386246538783026
CORO7-PAM16	0.0					
ZNF559-ZNF177	0.0					
RPS10-NUDT3	18.504920147797275	-8.363320817572447	1.9941691063097318	-4.1938874647642175	2.742140591823382e-05	0.0001874747667420499
ZNF816-ZNF321P	0.0					
HSPE1-MOB4	0.12289334667500929	-1.9278419295432625	3.46791729614281	-0.5559077004770281	0.5782739537949502	
CKLF-CMTM1	0.0					
SYNJ2BP-COX16	0.0					
CHURC1-FNTB	1.81297616151378	-5.048483594382164	1.9556208432727353	-2.581524742768397	0.009836494000322884	0.027637272342720332
AP1M2	34.70837715036476	-5.337290852951926	0.6935118577078623	-7.696034023978042	1.4035445225199222e-14	9.36904527697502e-13
NDUFC2-KCTD14	3.2744034234637507	-5.887541337126374	1.9035340350887868	-3.092953017176685	0.0019817550702509327	0.007293651120411566
COMMD3-BMI1	0.19246269528383075	0.5976540636391137	3.293008069307115	0.18149183089152485	0.8559815446820129	
MINOS1-NBL1	0.24045449872503727	-2.4087379842383045	3.4120829515322346	-0.7059435595364507	0.4802232373034442	
ZHX1-C8orf76	0.4931436589934606	1.9519598862865761	2.0958929455719217	0.9313261397298757	0.3516848843707804	
KRTAP29-1	0.0					
PRORY	0.0					
FXYD6-FXYD2	0.0					
BIVM-ERCC5	0.12289334667500929	-1.9278419295432625	3.46791729614281	-0.5559077004770281	0.5782739537949502	
TVP23C-CDRT4	1.6908462342742239	-4.951903147712663	1.9403353030893444	-2.5520863016966135	0.010707999129220989	0.02956146253399245
RBAK-RBAKDN	0.0					
MAGEA10-MAGEA5	0.0					
URGCP-MRPS24	0.12289334667500929	-1.9278419295432625	3.46791729614281	-0.5559077004770281	0.5782739537949502	
ISY1-RAB43	1.9370252099088747	-5.144840121674659	1.9156099606221761	-2.685745129454042	0.0072368268440561705	0.02136578598503971
UBA2	80.09057672342277	-1.402776696065785	0.3685506810462107	-3.806197541363105	0.0001411196832200725	0.0007621060860191282
SAE1	114.8538868019611	-1.1536634947026678	0.4307852219773955	-2.678047982721199	0.007405260906157709	0.02178365974549879
FARSB	49.60749977781711	-0.20252776529634028	0.2602569425091751	-0.7781839106528363	0.4364606005231614	0.5508580756031465
ABCC5	7.76222074465339	-0.4005230076487155	0.45401757474788274	-0.8821751181573249	0.3776821151912886	0.4940202430511375
ABCB6	8.986279347248615	-0.17134965061671742	0.6670769007905386	-0.2568664128733203	0.7972818994505065	0.8549896545524057
DNM1L	30.726762552462162	-0.5373010774189724	0.28725163656070646	-1.870489177545283	0.061415918488453985	0.1207154172004898
CDH8	0.12041810422138192	-1.9278419295432618	3.46791729614281	-0.5559077004770279	0.5782739537949504	
ABCC9	0.580389579547976	-2.0602597273540093	1.6304406500728628	-1.26362141870171	0.2063659420938091	
ABCF2	25.248608349189	1.1370202794204953	0.2959340222259146	3.8421411329059674	0.00012196566686392159	0.0006738150263013836
NR1H3	3.4690854706689986	-1.8947676215372864	0.6935350722039589	-2.73204297443239	0.006294293035870899	0.01901277128115255
COX17	155.96970288765786	-0.7617248420227253	0.6737730935167233	-1.1305361543111532	0.2582503729806036	0.37016089916721956
FAM47E-STBD1	0.0					
TIMM23B	4.894075115297835	0.08224851794303849	0.5810261523956246	0.14155734230536823	0.8874296634356025	0.9216432707368042
KIAA2012	0.05856036651588484	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
CEP295NL	0.08798476565566182	-0.29279834436368635	3.363572588700402	-0.08704980690689244	0.930631922144746	
SCAMP2	24.253445480006018	1.3640298773107302	0.3128994270067666	4.359323666263002	1.3046503067295788e-05	9.838731580668934e-05
SCAMP3	20.036273824889744	-0.9236471127322263	1.2169490072633578	-0.758985879621447	0.44786100362883874	0.5610796746822035
IL18BP	1.9309035966239867	-1.4138895412084933	0.8668579313908193	-1.6310510523217985	0.10287954764620544	0.18082807065303094
RWDD2B	12.857578331380033	3.166821385807456	0.5993025026693212	5.284178476983304	1.2627010352426449e-07	1.7045060974625437e-06
CDH9	0.0					
MUC12	0.0					
DPP3	23.75844403699148	-1.1381115627680327	0.42428684856778254	-2.6824106535704044	0.00730936736008088	0.021522419790989483
SNUPN	17.03049646529583	1.6619361684057194	0.478275683685709	3.4748498096295304	0.0005111394437946825	0.002288074098254089
HUWE1	41.158154126499866	-0.03671085245410537	0.36384933946256554	-0.10089575126982563	0.9196332158934533	0.9429908546425863
PTPRU	7.160133993244641	-2.9043753194932034	0.6984942490599579	-4.158051871439095	3.209731503405353e-05	0.0002141407360509151
TSPAN32	0.0					
TSSC4	7.3229779865124565	0.3242556027243845	0.6700022084375262	0.4839619909321828	0.6284128442316909	0.720108247931599
ATP9A	6.601650527829485	1.4945983881213507	0.635883125069688	2.3504293936995952	0.01875176490399047	0.046712157436657825
CDH10	0.04399238282783091	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
PDCD7	11.902581043432644	-1.0111463116825483	0.43432829985962657	-2.3280691403469387	0.01990843262886414	0.049020581274436655
GPC6	33.96482849049682	1.2814651637462409	1.1281352621653276	1.1359144658652138	0.25599236347478815	0.36763214321818016
MYZAP	0.2487699402054039	0.9602118119723284	2.9738125719256483	0.322889149449845	0.7467791940421065	
USH1C	0.0					
PQBP1	31.968262550204347	-0.14161857117089743	0.511312886883353	-0.27697047112212764	0.7818027801008166	0.8436026268269669
EDIL3	165.7655938012782	3.169374471415515	0.7857123056581657	4.033759492618144	5.4891501106338275e-05	0.00033937753024982373
HHLA1	0.6085327930387973	-3.3966828799736595	2.60041589537275	-1.3062075516527214	0.1914819854387667	
FSBP	3.1134962583886834	-4.088171862050799	1.1515683201120044	-3.550090594410563	0.0003850986031655183	0.0017898098430978889
CYP3A7-CYP3A51P	0.04399238282783091	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
TMEM265	1.18398411487321	3.2154378444151446	1.7218305911254126	1.8674530821952056	0.061838342935497684	0.12129170289067705
COL4A3BP	13.468839643647515	0.5763765305412237	0.41976912416041423	1.3730798607306862	0.1697275211446192	0.2676209804524307
MED14OS	0.9408437135501747	1.3293816022966134	1.3379494326065395	0.9935962973628722	0.32041944752052776	0.43636093127753517
PTGES3L	0.04798868714120196	-0.8698721096059526	3.4372168797682616	-0.25307454840167076	0.8002106062415896	
PTGES3L-AARSD1	0.0					
KCNK7	0.0					
CDH11	110.7581731636596	7.985126267317095	1.3162386701170394	6.066624882406061	1.3062616422394723e-09	2.949771875756013e-08
UST	15.26200677239798	-1.4699210788033112	0.47654272786724533	-3.084552534002366	0.0020385860393837916	0.007468872675655514
ARPC5	127.9994305251253	1.8360838063116858	0.43630956422933564	4.208213518204227	2.5739759245786655e-05	0.0001773751191588554
ARPC4	49.53712379579506	0.9844952397938219	0.21987477480848508	4.477526995315107	7.551268135928698e-06	6.165346544583182e-05
ARPC3	224.52693072668646	1.3232568780371796	0.309418344295512	4.276594786420919	1.8977377555375105e-05	0.00013608835257483142
ARPC1B	31.933960099258673	1.8888501232092527	0.9265044578818905	2.0386843335081295	0.041481542319002605	0.08870960352641483
ACTR3	87.9755601781913	1.422541102715709	0.4112114336172893	3.4593909274411248	0.000541398501688691	0.002404068338037406
ACTR2	133.61809501166206	0.32229206457931053	0.2083490924510572	1.546884897782885	0.12189100336115812	0.20673653494830518
TSPAN5	13.376525285120387	0.6760922631183025	0.4303794077559303	1.5709214960900657	0.11620088480147699	0.1991068852678902
TSPAN3	51.3041276768081	1.2497174339100712	0.2631516945034636	4.749038140408488	2.0438639795435672e-06	2.0138607856832766e-05
POTEB	0.0					
C5orf66	0.2886940429257461	1.179659159921034	3.2651232443289797	0.36129085233457015	0.7178820313385117	
TCP11X2	0.0					
